walker	inv_sigma_noise	inv_sigma_gp	lambda2	zeta0	ell0	nu0	zeta1	ell1	nu1	zeta2	ell2	nu2	log_l	log_p

4	1.715081896e-02	1.105707376e-02	1.695459500e+00	9.300520533e-01	6.627868217e+00	4.599606061e-01	8.105899131e-02	3.419026105e+00	2.598279282e-01	5.407657118e-03	2.443529360e+00	-3.451915944e-01	-1.973822457e+03	-1.524392917e+01

5	1.709203213e-02	8.393359314e-03	2.416852328e+00	2.756618857e+00	4.333406543e+00	3.666702065e-01	1.362310202e-01	5.302617348e+00	1.050182670e+00	2.566513815e-02	4.178240715e+00	-1.066132497e+00	-1.973945019e+03	-1.963229314e+01

6	1.791814079e-02	1.339390868e-02	5.171375659e+00	8.869112546e-01	3.634467367e+00	5.428781562e-01	2.929027294e-03	2.443278134e+00	6.010219247e-01	2.496065716e+00	4.436919682e+00	-1.029912252e-01	-1.977473615e+03	-1.876143555e+01

7	1.686369270e-02	1.500070658e-02	3.614749535e+00	1.145462115e+00	5.333078050e+00	6.095330160e-01	9.942250423e-02	3.563220101e+00	6.543565636e-01	1.598461204e+00	3.639134684e+00	-1.612477303e-01	-1.975901381e+03	-1.868802556e+01

8	5.937893944e-03	2.696862031e+00	1.534923209e+00	9.334962139e-01	4.342301742e-01	2.834948651e-01	5.461064525e-03	6.186229505e-01	-2.122677271e-01	2.823602966e+00	2.465029119e-01	3.756322245e-02	-2.319954416e+03	-1.221030600e+01

9	5.362230618e-02	6.498571024e-03	2.941189250e+00	1.696086395e+00	1.796293772e-01	-2.332341979e-01	3.496728076e+00	1.147427732e-01	-1.387545727e+00	1.327700517e+00	7.994444063e-01	1.348001168e+00	-2.241461754e+03	-1.595847072e+01

10	1.622682630e-02	5.293868268e-03	3.756073766e+00	6.242958932e-01	4.042132750e+00	5.653104841e-01	1.386230579e+00	2.347046697e+00	7.151813331e-01	3.113965368e-01	5.118967332e+00	-5.687442607e-01	-1.980293357e+03	-1.767668331e+01

11	6.372564335e-03	1.251153250e+00	4.158736213e+00	1.363538626e-01	3.800747943e+00	8.100779669e-02	3.027064617e-01	1.288508271e+00	5.220526145e-01	2.306859651e+00	6.761022479e+00	3.419880261e-02	-2.322615177e+03	-1.881984890e+01

12	1.665992095e-02	7.107812473e-03	3.062841194e+00	1.866814750e+00	2.955315952e+00	7.997945535e-01	5.031218729e+00	4.978173907e+00	5.661714207e-02	4.733736278e-02	2.814644045e+00	-3.765744536e-01	-1.977776817e+03	-2.130658444e+01

13	1.664598344e-02	5.040202013e-03	4.830831575e+00	6.057918337e-01	9.201674483e+00	1.178748754e+00	1.403986509e-01	9.206041685e+00	-5.791320654e-01	2.203094574e-01	2.687606150e+00	-6.950625356e-01	-1.974441585e+03	-2.173969499e+01

14	1.620526232e-02	1.825747254e-02	5.546034181e+00	8.943209577e-02	5.384358846e+00	2.091500785e+00	3.587126270e-01	4.963871469e+00	3.531691195e-01	1.149274266e+00	6.018936859e+00	2.830919028e-01	-1.976466815e+03	-2.251952840e+01

15	1.476520076e-02	7.947901303e-03	5.293666819e+00	5.871698743e-02	5.228067998e+00	1.247930100e+00	2.502400142e+00	2.679685392e+00	2.305336485e-01	2.074669753e-02	5.682746017e+00	-1.612090328e-01	-1.977790778e+03	-2.022726744e+01

16	1.746154977e-02	9.297148446e-03	2.355337019e+00	1.018679966e-01	4.264642724e+00	1.586283223e+00	3.642208406e-02	4.297867338e+00	-7.380310746e-01	1.835301737e-02	9.250184240e+00	-4.018948827e-01	-1.971886346e+03	-1.893058657e+01

17	1.565461058e-02	1.321671907e-02	2.456208598e+00	3.243046734e-01	2.661429645e+00	1.262171280e+00	9.338580799e-02	3.802788392e+00	-1.897992715e-01	1.030968665e-02	9.909683239e+00	-1.039154229e+00	-1.974657776e+03	-1.789086953e+01

18	1.650924223e-02	1.150449481e-02	7.380130888e+00	3.995386086e-01	3.214504755e+00	1.692342664e+00	2.906034462e+00	2.602706264e+00	6.447512214e-01	3.909719903e-02	7.920092833e+00	7.794753489e-01	-1.975092996e+03	-2.302679271e+01

19	1.544810108e-02	1.266008669e-02	8.073676015e+00	3.682763714e-01	4.545866066e+00	2.288525242e-01	1.358981177e-01	3.253338434e+00	-5.529062949e-03	1.556240004e+00	8.195587289e+00	2.262554933e-01	-1.975866170e+03	-2.161864461e+01

20	1.703814447e-02	7.717247003e-03	1.267256316e+00	2.116467296e-01	4.898284964e+00	7.076125265e-01	1.279002472e-01	2.893986720e+00	1.642127840e-01	8.940706352e-01	4.285482360e+00	2.324715061e-01	-1.976595552e+03	-1.534390108e+01

21	1.663358380e-02	7.004750847e-03	4.403507578e+00	2.407975787e-01	4.944547315e+00	1.321739264e+00	1.000861990e-01	4.037880868e+00	1.006762873e+00	5.649403900e-01	5.813167368e+00	-7.857565545e-01	-1.974199442e+03	-1.973700485e+01

22	1.577535626e-02	1.127501693e-02	7.343554556e-01	1.305112840e-01	3.701393751e+00	3.501488247e-01	2.711541450e-01	2.373550374e+00	-2.388161475e-02	4.948854488e-02	3.023652056e+00	-4.471806845e-01	-1.979850144e+03	-1.226421778e+01

23	1.780644299e-02	9.851860584e-03	2.578651276e+00	1.354702688e+00	3.629076486e+00	4.283234885e-01	1.113014122e-01	3.901201175e+00	-4.662352242e-01	2.000366450e-01	3.697269111e+00	-2.827719386e-01	-1.976518342e+03	-1.604306121e+01

24	1.662772016e-02	1.209733229e-02	3.999691370e+00	1.635228098e-01	2.290453843e+00	1.621779278e+00	1.703452304e+00	5.412291104e+00	6.524516796e-01	1.328792967e-01	3.023557329e+00	-5.363853695e-01	-1.978426043e+03	-1.804280227e+01

25	1.780207353e-02	1.054756660e-02	2.424029943e+00	1.704860614e+00	8.765398691e+00	5.591088059e-01	6.427304218e-01	3.895155556e+00	1.537256255e-01	5.005352166e-01	4.565128028e+00	-5.073236324e-01	-1.976291396e+03	-2.010782306e+01

26	1.719334624e-02	6.207264267e-03	1.715673800e+00	1.044587948e+00	5.410011988e+00	5.310956428e-01	5.010510677e-01	6.441162728e+00	-6.929192690e-01	9.879376482e-03	7.525467037e+00	-1.306400486e+00	-1.974886136e+03	-2.063341131e+01

27	1.711819686e-02	1.682091889e-02	2.767846203e+00	4.900180682e-01	4.346658793e+00	8.505694420e-01	6.542179834e-01	4.832062898e+00	9.267984339e-02	4.870385987e-01	2.251296597e+00	-5.423614954e-01	-1.979705791e+03	-1.632931597e+01

28	1.697573606e-02	1.130596038e-02	2.317276465e+00	3.528410836e-01	2.639705335e+00	1.049190568e+00	9.135768710e-02	2.627352305e+00	4.152382642e-01	2.244951970e-01	3.053459321e+00	4.496914610e-01	-1.978055680e+03	-1.344039105e+01

29	1.640157029e-02	7.892421627e-03	1.501609380e+00	1.885063839e-01	3.316755554e+00	1.094036553e+00	3.106567819e-01	4.692580136e+00	-3.742314458e-01	1.306880270e-01	4.527359013e+00	-1.173817999e+00	-1.976666722e+03	-1.625458144e+01

30	9.985883468e-01	5.940423116e-03	3.339105316e+00	1.331581425e+00	1.461872658e-01	3.811298887e-01	2.376518133e+00	1.701492239e-01	-1.177388041e+00	9.850703681e-01	4.464910604e-01	7.955169139e-01	-2.246219081e+03	-1.398789624e+01

31	1.721833904e-02	9.417069672e-03	7.514044922e+00	2.876224622e-01	6.474798037e+00	1.088543150e+00	3.481346042e-01	5.693131317e+00	-1.384521585e-01	3.057431970e-01	3.130631396e+00	9.767630755e-01	-1.973484239e+03	-2.101552644e+01

32	1.562830362e-02	9.344009211e-03	2.700991082e+00	7.835073386e-01	3.673088789e+00	1.381052124e+00	1.713569892e+00	3.337785335e+00	-2.182038451e-02	1.020910925e-03	7.275237850e+00	-6.697947805e-01	-1.975091452e+03	-1.934154573e+01

33	1.716947563e-02	1.047753110e-02	4.299109989e+00	7.440217800e-01	2.430720442e+00	1.107993755e+00	8.728091644e-03	4.481459754e+00	-2.068228335e-01	3.939661090e-01	4.987524761e+00	2.305107913e-01	-1.973809679e+03	-1.714718430e+01

34	2.215743763e-01	8.335061190e-03	2.926640367e+00	1.650070112e+00	1.702274822e-01	-1.537851925e-01	3.314677468e+00	1.187909778e-01	-1.360122294e+00	1.284949593e+00	7.198220174e-01	1.242766833e+00	-2.306585614e+03	-1.558416240e+01

35	1.776181723e-02	1.060208779e-02	1.686911611e+00	2.991094139e-01	2.816014646e+00	3.468011953e-01	2.488630702e-02	3.658809160e+00	4.554987338e-01	6.685865446e-02	4.873949861e+00	-8.617795894e-01	-1.976306039e+03	-1.454034477e+01

36	1.663013869e-02	8.254237282e-03	7.592027108e+00	5.642745265e-02	3.311958775e+00	4.696073226e-01	4.233479285e-01	5.695483740e+00	-7.092944979e-01	2.963419201e+00	5.024069763e+00	2.240026921e-01	-1.974328245e+03	-2.229503307e+01

37	6.052882988e-03	8.140831966e-01	2.737714022e+00	1.815452195e-01	3.788802807e+00	2.573217630e-01	1.086167470e+00	5.366746326e-01	1.605419687e-01	2.930067968e+00	2.906757991e+00	-2.141875359e-02	-2.320189656e+03	-1.611928374e+01

38	6.384477898e-03	7.476927063e-01	2.286972007e+00	5.855787071e-02	3.693486488e+00	8.319588890e-02	5.610815024e-01	1.568684979e+00	2.647788709e-01	9.134740534e-01	5.097250329e-01	1.915265337e-01	-2.325049608e+03	-1.198401191e+01

39	1.716241771e-02	1.023211739e-02	2.225158004e+00	1.514867774e-01	3.183315886e+00	1.861318003e+00	7.478880946e-02	6.017761146e+00	-6.038779929e-01	1.516658637e-01	4.978605745e+00	-4.844016499e-01	-1.975148609e+03	-1.790451485e+01

40	5.039711968e-01	6.521520558e-03	3.004991212e+00	1.443048514e+00	9.493055189e-02	1.592532876e-01	2.887298099e+00	2.026448285e-01	-1.378422093e+00	1.173247167e+00	5.856610613e-01	1.005418692e+00	-2.231284359e+03	-1.496404306e+01

41	1.716134014e-02	7.436095490e-03	5.006151564e+00	5.809586200e-01	3.909859544e+00	1.190665732e+00	1.510474406e-01	2.891674256e+00	8.677134022e-02	1.663258027e+00	5.284148735e+00	6.377573529e-01	-1.977565352e+03	-1.920752157e+01

42	1.672183858e-02	1.239009702e-02	5.438870184e+00	2.617330908e-01	4.511720512e+00	1.062885874e+00	1.775179233e-02	4.727359636e+00	1.105031506e+00	3.369446063e-02	6.020733821e+00	-1.257042404e+00	-1.971526358e+03	-2.026172610e+01

43	1.549226156e-02	9.330938329e-03	4.579393466e+00	3.285194940e-02	4.384796330e+00	1.090117781e+00	5.265323824e-01	4.550379453e+00	2.210154752e-01	1.710828239e+00	3.417543229e+00	-2.629990685e-01	-1.976131757e+03	-1.882894541e+01

44	1.653772754e-02	6.863673172e-03	2.350646997e+00	1.665669510e-01	2.951089651e+00	1.161798268e+00	2.462829786e-01	4.283226489e+00	-2.094601153e-01	1.059118433e-01	6.648072686e+00	-7.135063227e-01	-1.974862089e+03	-1.677344778e+01

45	1.667320500e-02	7.990999714e-03	2.633433132e+00	5.993102169e-02	2.808096306e+00	2.564521815e-01	3.666093143e-02	3.160478091e+00	-6.898365065e-01	9.923888069e-01	3.949007801e+00	-2.600346339e-01	-1.976825722e+03	-1.468299023e+01

46	6.149727790e-03	1.099877047e+00	3.685889180e+00	2.574610764e-01	3.244428928e+00	5.590583250e-01	7.064886947e-01	1.051049410e+00	3.517462256e-01	2.711444378e+00	5.322629075e-01	-3.213841634e-02	-2.318648620e+03	-1.464982467e+01

47	1.612326623e-02	6.936394168e-03	5.263675090e+00	1.112786706e-04	4.301538994e+00	1.381955376e+00	5.713587540e-02	6.791636260e+00	-2.093235384e-01	4.561346343e-02	4.522694729e+00	-6.653442604e-01	-1.968389024e+03	-1.929315052e+01

48	2.059516156e-01	5.719892560e-03	2.974509327e+00	1.596375756e+00	1.328628293e-01	-8.851012517e-02	3.295403120e+00	1.577150812e-01	-1.377352586e+00	1.271560534e+00	7.132079939e-01	1.245957762e+00	-2.236734343e+03	-1.546141741e+01

49	1.624946661e-02	7.431504482e-03	3.241117442e+00	1.664749128e-02	3.567340770e+00	9.283468449e-01	4.116762662e-02	5.604064430e+00	-8.795102602e-01	5.787094399e-02	3.724965099e+00	-2.618588920e-01	-1.972205467e+03	-1.637146651e+01
0	1.671991933e-02	1.126464727e-02	7.197871993e+00	6.502673171e-01	2.939277613e+00	1.426926336e+00	3.324992120e-01	9.377193284e+00	2.428948169e-01	1.731485637e-01	2.253206057e+00	-9.893841171e-01	-1.975434851e+03	-2.039981781e+01

1	6.164564221e-03	2.091737157e+00	1.133790237e+00	8.917881571e-01	1.623744678e+00	1.365288195e-01	6.059279123e-03	9.423669370e-01	-2.227802153e-01	1.547595289e+00	3.137144937e+00	8.759056693e-02	-2.321577914e+03	-1.365003734e+01

2	1.513763599e-02	6.533891061e-03	4.306837767e+00	1.388731218e-01	6.252857077e+00	1.268540548e+00	3.203700953e-02	3.774544853e+00	-1.639501577e+00	8.325839966e-01	4.329248147e+00	4.823874087e-01	-1.977910280e+03	-2.006249157e+01

3	1.640925165e-02	1.045194816e-02	3.481597790e+00	3.938508827e-01	2.301402583e+00	1.541568970e+00	7.739761718e-01	3.971142388e+00	3.284931760e-01	3.888316353e-01	6.022225647e+00	-4.219728513e-01	-1.976386691e+03	-1.787905380e+01

4	1.715081896e-02	1.105707376e-02	1.695459500e+00	9.300520533e-01	6.627868217e+00	4.599606061e-01	8.105899131e-02	3.419026105e+00	2.598279282e-01	5.407657118e-03	2.443529360e+00	-3.451915944e-01	-1.973822457e+03	-1.524392917e+01

5	1.709203213e-02	8.393359314e-03	2.416852328e+00	2.756618857e+00	4.333406543e+00	3.666702065e-01	1.362310202e-01	5.302617348e+00	1.050182670e+00	2.566513815e-02	4.178240715e+00	-1.066132497e+00	-1.973945019e+03	-1.963229314e+01

6	1.791814079e-02	1.339390868e-02	5.171375659e+00	8.869112546e-01	3.634467367e+00	5.428781562e-01	2.929027294e-03	2.443278134e+00	6.010219247e-01	2.496065716e+00	4.436919682e+00	-1.029912252e-01	-1.977473615e+03	-1.876143555e+01

7	1.688180868e-02	1.552400683e-02	3.306245891e+00	1.229934761e+00	5.489849271e+00	6.203865674e-01	7.429673113e-02	3.397827796e+00	7.601302528e-01	1.492586141e+00	3.531710068e+00	-1.911302710e-01	-1.976344712e+03	-1.845834697e+01

8	5.937893944e-03	2.696862031e+00	1.534923209e+00	9.334962139e-01	4.342301742e-01	2.834948651e-01	5.461064525e-03	6.186229505e-01	-2.122677271e-01	2.823602966e+00	2.465029119e-01	3.756322245e-02	-2.319954416e+03	-1.221030600e+01

9	5.362230618e-02	6.498571024e-03	2.941189250e+00	1.696086395e+00	1.796293772e-01	-2.332341979e-01	3.496728076e+00	1.147427732e-01	-1.387545727e+00	1.327700517e+00	7.994444063e-01	1.348001168e+00	-2.241461754e+03	-1.595847072e+01

10	1.622682630e-02	5.293868268e-03	3.756073766e+00	6.242958932e-01	4.042132750e+00	5.653104841e-01	1.386230579e+00	2.347046697e+00	7.151813331e-01	3.113965368e-01	5.118967332e+00	-5.687442607e-01	-1.980293357e+03	-1.767668331e+01

11	6.372564335e-03	1.251153250e+00	4.158736213e+00	1.363538626e-01	3.800747943e+00	8.100779669e-02	3.027064617e-01	1.288508271e+00	5.220526145e-01	2.306859651e+00	6.761022479e+00	3.419880261e-02	-2.322615177e+03	-1.881984890e+01

12	1.665992095e-02	7.107812473e-03	3.062841194e+00	1.866814750e+00	2.955315952e+00	7.997945535e-01	5.031218729e+00	4.978173907e+00	5.661714207e-02	4.733736278e-02	2.814644045e+00	-3.765744536e-01	-1.977776817e+03	-2.130658444e+01

13	1.664598344e-02	5.040202013e-03	4.830831575e+00	6.057918337e-01	9.201674483e+00	1.178748754e+00	1.403986509e-01	9.206041685e+00	-5.791320654e-01	2.203094574e-01	2.687606150e+00	-6.950625356e-01	-1.974441585e+03	-2.173969499e+01

14	1.620526232e-02	1.825747254e-02	5.546034181e+00	8.943209577e-02	5.384358846e+00	2.091500785e+00	3.587126270e-01	4.963871469e+00	3.531691195e-01	1.149274266e+00	6.018936859e+00	2.830919028e-01	-1.976466815e+03	-2.251952840e+01

15	1.476520076e-02	7.947901303e-03	5.293666819e+00	5.871698743e-02	5.228067998e+00	1.247930100e+00	2.502400142e+00	2.679685392e+00	2.305336485e-01	2.074669753e-02	5.682746017e+00	-1.612090328e-01	-1.977790778e+03	-2.022726744e+01

16	1.746154977e-02	9.297148446e-03	2.355337019e+00	1.018679966e-01	4.264642724e+00	1.586283223e+00	3.642208406e-02	4.297867338e+00	-7.380310746e-01	1.835301737e-02	9.250184240e+00	-4.018948827e-01	-1.971886346e+03	-1.893058657e+01

17	1.565461058e-02	1.321671907e-02	2.456208598e+00	3.243046734e-01	2.661429645e+00	1.262171280e+00	9.338580799e-02	3.802788392e+00	-1.897992715e-01	1.030968665e-02	9.909683239e+00	-1.039154229e+00	-1.974657776e+03	-1.789086953e+01

18	1.650924223e-02	1.150449481e-02	7.380130888e+00	3.995386086e-01	3.214504755e+00	1.692342664e+00	2.906034462e+00	2.602706264e+00	6.447512214e-01	3.909719903e-02	7.920092833e+00	7.794753489e-01	-1.975092996e+03	-2.302679271e+01

19	1.549810063e-02	1.250762855e-02	7.984152688e+00	3.744833383e-01	4.527304708e+00	2.569222984e-01	1.363402389e-01	3.242783544e+00	-2.835347102e-03	1.559363243e+00	8.110619208e+00	2.382648567e-01	-1.975645739e+03	-2.153796965e+01

20	1.703814447e-02	7.717247003e-03	1.267256316e+00	2.116467296e-01	4.898284964e+00	7.076125265e-01	1.279002472e-01	2.893986720e+00	1.642127840e-01	8.940706352e-01	4.285482360e+00	2.324715061e-01	-1.976595552e+03	-1.534390108e+01

21	1.663358380e-02	7.004750847e-03	4.403507578e+00	2.407975787e-01	4.944547315e+00	1.321739264e+00	1.000861990e-01	4.037880868e+00	1.006762873e+00	5.649403900e-01	5.813167368e+00	-7.857565545e-01	-1.974199442e+03	-1.973700485e+01

22	1.577535626e-02	1.127501693e-02	7.343554556e-01	1.305112840e-01	3.701393751e+00	3.501488247e-01	2.711541450e-01	2.373550374e+00	-2.388161475e-02	4.948854488e-02	3.023652056e+00	-4.471806845e-01	-1.979850144e+03	-1.226421778e+01

23	1.780644299e-02	9.851860584e-03	2.578651276e+00	1.354702688e+00	3.629076486e+00	4.283234885e-01	1.113014122e-01	3.901201175e+00	-4.662352242e-01	2.000366450e-01	3.697269111e+00	-2.827719386e-01	-1.976518342e+03	-1.604306121e+01

24	1.662772016e-02	1.209733229e-02	3.999691370e+00	1.635228098e-01	2.290453843e+00	1.621779278e+00	1.703452304e+00	5.412291104e+00	6.524516796e-01	1.328792967e-01	3.023557329e+00	-5.363853695e-01	-1.978426043e+03	-1.804280227e+01

25	1.780207353e-02	1.054756660e-02	2.424029943e+00	1.704860614e+00	8.765398691e+00	5.591088059e-01	6.427304218e-01	3.895155556e+00	1.537256255e-01	5.005352166e-01	4.565128028e+00	-5.073236324e-01	-1.976291396e+03	-2.010782306e+01

26	1.718850216e-02	6.311786974e-03	1.749198911e+00	1.126444456e+00	5.358536772e+00	5.232340488e-01	4.836081028e-01	6.386726007e+00	-6.095771772e-01	1.063413349e-02	7.365427720e+00	-1.294912668e+00	-1.974541364e+03	-2.052958614e+01

27	1.711819686e-02	1.682091889e-02	2.767846203e+00	4.900180682e-01	4.346658793e+00	8.505694420e-01	6.542179834e-01	4.832062898e+00	9.267984339e-02	4.870385987e-01	2.251296597e+00	-5.423614954e-01	-1.979705791e+03	-1.632931597e+01

28	1.697573606e-02	1.130596038e-02	2.317276465e+00	3.528410836e-01	2.639705335e+00	1.049190568e+00	9.135768710e-02	2.627352305e+00	4.152382642e-01	2.244951970e-01	3.053459321e+00	4.496914610e-01	-1.978055680e+03	-1.344039105e+01

29	1.651786994e-02	8.109516174e-03	2.357719729e+00	2.026195165e-01	3.766429040e+00	1.093254347e+00	3.159932469e-01	4.835048561e+00	-3.406588468e-01	1.556141225e-01	4.328479049e+00	-8.675968841e-01	-1.974810233e+03	-1.670733681e+01

30	9.985883468e-01	5.940423116e-03	3.339105316e+00	1.331581425e+00	1.461872658e-01	3.811298887e-01	2.376518133e+00	1.701492239e-01	-1.177388041e+00	9.850703681e-01	4.464910604e-01	7.955169139e-01	-2.246219081e+03	-1.398789624e+01

31	1.721833904e-02	9.417069672e-03	7.514044922e+00	2.876224622e-01	6.474798037e+00	1.088543150e+00	3.481346042e-01	5.693131317e+00	-1.384521585e-01	3.057431970e-01	3.130631396e+00	9.767630755e-01	-1.973484239e+03	-2.101552644e+01

32	1.562830362e-02	9.344009211e-03	2.700991082e+00	7.835073386e-01	3.673088789e+00	1.381052124e+00	1.713569892e+00	3.337785335e+00	-2.182038451e-02	1.020910925e-03	7.275237850e+00	-6.697947805e-01	-1.975091452e+03	-1.934154573e+01

33	1.716947563e-02	1.047753110e-02	4.299109989e+00	7.440217800e-01	2.430720442e+00	1.107993755e+00	8.728091644e-03	4.481459754e+00	-2.068228335e-01	3.939661090e-01	4.987524761e+00	2.305107913e-01	-1.973809679e+03	-1.714718430e+01

34	2.215743763e-01	8.335061190e-03	2.926640367e+00	1.650070112e+00	1.702274822e-01	-1.537851925e-01	3.314677468e+00	1.187909778e-01	-1.360122294e+00	1.284949593e+00	7.198220174e-01	1.242766833e+00	-2.306585614e+03	-1.558416240e+01

35	1.776181723e-02	1.060208779e-02	1.686911611e+00	2.991094139e-01	2.816014646e+00	3.468011953e-01	2.488630702e-02	3.658809160e+00	4.554987338e-01	6.685865446e-02	4.873949861e+00	-8.617795894e-01	-1.976306039e+03	-1.454034477e+01

36	1.662649608e-02	8.132097912e-03	7.608018902e+00	3.233398130e-02	3.327079321e+00	4.307666526e-01	4.270338733e-01	5.546108178e+00	-7.479270440e-01	3.076627003e+00	5.136490181e+00	2.732326311e-01	-1.974264503e+03	-2.241525177e+01

37	6.052882988e-03	8.140831966e-01	2.737714022e+00	1.815452195e-01	3.788802807e+00	2.573217630e-01	1.086167470e+00	5.366746326e-01	1.605419687e-01	2.930067968e+00	2.906757991e+00	-2.141875359e-02	-2.320189656e+03	-1.611928374e+01

38	6.384477898e-03	7.476927063e-01	2.286972007e+00	5.855787071e-02	3.693486488e+00	8.319588890e-02	5.610815024e-01	1.568684979e+00	2.647788709e-01	9.134740534e-01	5.097250329e-01	1.915265337e-01	-2.325049608e+03	-1.198401191e+01

39	1.716241771e-02	1.023211739e-02	2.225158004e+00	1.514867774e-01	3.183315886e+00	1.861318003e+00	7.478880946e-02	6.017761146e+00	-6.038779929e-01	1.516658637e-01	4.978605745e+00	-4.844016499e-01	-1.975148609e+03	-1.790451485e+01

40	5.039711968e-01	6.521520558e-03	3.004991212e+00	1.443048514e+00	9.493055189e-02	1.592532876e-01	2.887298099e+00	2.026448285e-01	-1.378422093e+00	1.173247167e+00	5.856610613e-01	1.005418692e+00	-2.231284359e+03	-1.496404306e+01

41	1.716134014e-02	7.436095490e-03	5.006151564e+00	5.809586200e-01	3.909859544e+00	1.190665732e+00	1.510474406e-01	2.891674256e+00	8.677134022e-02	1.663258027e+00	5.284148735e+00	6.377573529e-01	-1.977565352e+03	-1.920752157e+01

42	1.672183858e-02	1.239009702e-02	5.438870184e+00	2.617330908e-01	4.511720512e+00	1.062885874e+00	1.775179233e-02	4.727359636e+00	1.105031506e+00	3.369446063e-02	6.020733821e+00	-1.257042404e+00	-1.971526358e+03	-2.026172610e+01

43	1.549226156e-02	9.330938329e-03	4.579393466e+00	3.285194940e-02	4.384796330e+00	1.090117781e+00	5.265323824e-01	4.550379453e+00	2.210154752e-01	1.710828239e+00	3.417543229e+00	-2.629990685e-01	-1.976131757e+03	-1.882894541e+01

44	1.653772754e-02	6.863673172e-03	2.350646997e+00	1.665669510e-01	2.951089651e+00	1.161798268e+00	2.462829786e-01	4.283226489e+00	-2.094601153e-01	1.059118433e-01	6.648072686e+00	-7.135063227e-01	-1.974862089e+03	-1.677344778e+01

45	1.667320500e-02	7.990999714e-03	2.633433132e+00	5.993102169e-02	2.808096306e+00	2.564521815e-01	3.666093143e-02	3.160478091e+00	-6.898365065e-01	9.923888069e-01	3.949007801e+00	-2.600346339e-01	-1.976825722e+03	-1.468299023e+01

46	6.149727790e-03	1.099877047e+00	3.685889180e+00	2.574610764e-01	3.244428928e+00	5.590583250e-01	7.064886947e-01	1.051049410e+00	3.517462256e-01	2.711444378e+00	5.322629075e-01	-3.213841634e-02	-2.318648620e+03	-1.464982467e+01

47	1.612326623e-02	6.936394168e-03	5.263675090e+00	1.112786706e-04	4.301538994e+00	1.381955376e+00	5.713587540e-02	6.791636260e+00	-2.093235384e-01	4.561346343e-02	4.522694729e+00	-6.653442604e-01	-1.968389024e+03	-1.929315052e+01

48	2.059516156e-01	5.719892560e-03	2.974509327e+00	1.596375756e+00	1.328628293e-01	-8.851012517e-02	3.295403120e+00	1.577150812e-01	-1.377352586e+00	1.271560534e+00	7.132079939e-01	1.245957762e+00	-2.236734343e+03	-1.546141741e+01

49	1.624946661e-02	7.431504482e-03	3.241117442e+00	1.664749128e-02	3.567340770e+00	9.283468449e-01	4.116762662e-02	5.604064430e+00	-8.795102602e-01	5.787094399e-02	3.724965099e+00	-2.618588920e-01	-1.972205467e+03	-1.637146651e+01
0	1.671991933e-02	1.126464727e-02	7.197871993e+00	6.502673171e-01	2.939277613e+00	1.426926336e+00	3.324992120e-01	9.377193284e+00	2.428948169e-01	1.731485637e-01	2.253206057e+00	-9.893841171e-01	-1.975434851e+03	-2.039981781e+01

1	6.164564221e-03	2.091737157e+00	1.133790237e+00	8.917881571e-01	1.623744678e+00	1.365288195e-01	6.059279123e-03	9.423669370e-01	-2.227802153e-01	1.547595289e+00	3.137144937e+00	8.759056693e-02	-2.321577914e+03	-1.365003734e+01

2	1.513763599e-02	6.533891061e-03	4.306837767e+00	1.388731218e-01	6.252857077e+00	1.268540548e+00	3.203700953e-02	3.774544853e+00	-1.639501577e+00	8.325839966e-01	4.329248147e+00	4.823874087e-01	-1.977910280e+03	-2.006249157e+01

3	1.634439051e-02	1.226349144e-02	4.052559133e+00	5.085953434e-01	1.973407588e+00	1.733296489e+00	1.040382470e+00	3.813586499e+00	6.000792921e-01	5.316639011e-01	5.706266307e+00	-2.747919630e-01	-1.978331614e+03	-1.859951799e+01

4	1.715081896e-02	1.105707376e-02	1.695459500e+00	9.300520533e-01	6.627868217e+00	4.599606061e-01	8.105899131e-02	3.419026105e+00	2.598279282e-01	5.407657118e-03	2.443529360e+00	-3.451915944e-01	-1.973822457e+03	-1.524392917e+01

5	1.709203213e-02	8.393359314e-03	2.416852328e+00	2.756618857e+00	4.333406543e+00	3.666702065e-01	1.362310202e-01	5.302617348e+00	1.050182670e+00	2.566513815e-02	4.178240715e+00	-1.066132497e+00	-1.973945019e+03	-1.963229314e+01

6	1.791814079e-02	1.339390868e-02	5.171375659e+00	8.869112546e-01	3.634467367e+00	5.428781562e-01	2.929027294e-03	2.443278134e+00	6.010219247e-01	2.496065716e+00	4.436919682e+00	-1.029912252e-01	-1.977473615e+03	-1.876143555e+01

7	1.688180868e-02	1.552400683e-02	3.306245891e+00	1.229934761e+00	5.489849271e+00	6.203865674e-01	7.429673113e-02	3.397827796e+00	7.601302528e-01	1.492586141e+00	3.531710068e+00	-1.911302710e-01	-1.976344712e+03	-1.845834697e+01

8	5.937893944e-03	2.696862031e+00	1.534923209e+00	9.334962139e-01	4.342301742e-01	2.834948651e-01	5.461064525e-03	6.186229505e-01	-2.122677271e-01	2.823602966e+00	2.465029119e-01	3.756322245e-02	-2.319954416e+03	-1.221030600e+01

